01,03,31,C4,0A,B4,0A,B9,0A,B6,00,23,00,00,B4,0A,03,14,00,00,23,00,00,3C,03,03,94,00,00,14
11,144,11,133,12,206,8,192,11,144,11,144,11,144
01,03,31,C4,0A,B4,0A,B9,0A,B6,00,23,00,00,B4,0A,03,14,00,00,23,00,00,3C,03,03,94,00,00,14
11,145,11,134,12,206,8,192,11,145,11,145,11,145
