21.36, 21.36, 21.85
21.36, 21.36, 21.36, 21.85, 22.83, 23.80, 24.29, 25.27, 25.76, 25.76, 26.74, 27.22, 27.22, 27.22, 27.22, 27.71, 27.22, 26.74, 26.74, 26.25, 26.25, 25.76, 26.25, 25.27, 25.27, 25.27, 25.27, 24.78, 24.78, 24.29, 24.78, 24.29, 23.80, 23.80, 23.80, 23.80, 23.80, 23.31, 23.31, 23.80, 23.80, 23.31, 22.83, 22.83, 23.31, 22.83
